wandb: Currently logged in as: yog1thun (yog1thun-peking-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 2k0sdzye
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in models/20260108-165245/wandb/run-20260108_165248-2k0sdzye
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run learner_2977856
wandb: ⭐️ View project at https://wandb.ai/yog1thun-peking-university/mahjong-rl
wandb: 🚀 View run at https://wandb.ai/yog1thun-peking-university/mahjong-rl/runs/2k0sdzye
Loaded pre-trained model from ckpt/20251230-175913/100.pkl
[Train] Iteration 0, total loss -0.0966, policy loss -51.1968, value loss 44.1821, entropy loss -0.0059, predict loss 6.9182
[Train] Iteration 4153, total loss 5.6266, policy loss -4.0484, value loss 3.4398, entropy loss -0.0133, predict loss 6.2355
[Train] Iteration 4154, total loss 7.1513, policy loss -3.7917, value loss 4.3580, entropy loss -0.0086, predict loss 6.5852
[Train] Iteration 4155, total loss 5.6289, policy loss -4.2933, value loss 3.1441, entropy loss -0.0193, predict loss 6.7785
[Train] Iteration 4156, total loss 4.3542, policy loss -3.7594, value loss 1.8632, entropy loss -0.0198, predict loss 6.2508
[Train] Iteration 4157, total loss 8.4194, policy loss -4.2931, value loss 5.9853, entropy loss -0.0139, predict loss 6.7275
[Train] Iteration 4158, total loss 7.9218, policy loss -4.1342, value loss 5.8300, entropy loss -0.0148, predict loss 6.2262
[Train] Iteration 4159, total loss 10.2935, policy loss -4.2873, value loss 8.2923, entropy loss -0.0126, predict loss 6.2887
[Train] Iteration 4160, total loss 7.5638, policy loss -3.8440, value loss 5.2058, entropy loss -0.0071, predict loss 6.2021
[Train] Iteration 4161, total loss 7.1348, policy loss -3.9759, value loss 4.8315, entropy loss -0.0110, predict loss 6.2795
[Train] Iteration 4162, total loss 7.3229, policy loss -3.8462, value loss 4.5665, entropy loss -0.0097, predict loss 6.6027
[Train] Iteration 4163, total loss 7.8996, policy loss -1.2758, value loss 3.4564, entropy loss -0.0169, predict loss 5.7194
[Train] Iteration 4164, total loss 6.3956, policy loss -4.4186, value loss 4.2539, entropy loss -0.0103, predict loss 6.5604
[Train] Iteration 4165, total loss 6.5803, policy loss -4.2969, value loss 4.7658, entropy loss -0.0111, predict loss 6.1116
[Train] Iteration 4166, total loss 9.2958, policy loss -3.9355, value loss 6.3009, entropy loss -0.0103, predict loss 6.9306
[Train] Iteration 4167, total loss 5.8555, policy loss -3.9683, value loss 3.2770, entropy loss -0.0120, predict loss 6.5471
[Train] Iteration 4168, total loss 7.5855, policy loss -4.5206, value loss 5.5568, entropy loss -0.0201, predict loss 6.5497
[Train] Iteration 4169, total loss 10.9769, policy loss -2.7411, value loss 7.1083, entropy loss -0.0114, predict loss 6.6099
[Train] Iteration 4170, total loss 5.4251, policy loss -4.2833, value loss 3.0897, entropy loss -0.0139, predict loss 6.6190
[Train] Iteration 4171, total loss 6.9189, policy loss -3.9800, value loss 4.3769, entropy loss -0.0187, predict loss 6.5225
[Train] Iteration 4172, total loss 8.4370, policy loss -4.1390, value loss 5.7296, entropy loss -0.0064, predict loss 6.8465
[Train] Iteration 4173, total loss 11.6811, policy loss -3.8054, value loss 8.6214, entropy loss -0.0094, predict loss 6.8653
[Train] Iteration 4174, total loss 23.1008, policy loss 9.6738, value loss 6.8520, entropy loss -0.0178, predict loss 6.5754
[Train] Iteration 4175, total loss 12.4202, policy loss -3.7642, value loss 9.5784, entropy loss -0.0126, predict loss 6.6063
[Train] Iteration 4176, total loss 11.4446, policy loss -4.3177, value loss 9.0539, entropy loss -0.0115, predict loss 6.7086
[Train] Iteration 4177, total loss 9.3127, policy loss -4.3026, value loss 6.9590, entropy loss -0.0225, predict loss 6.6568
[Train] Iteration 4178, total loss 12.7720, policy loss -4.1731, value loss 10.0124, entropy loss -0.0149, predict loss 6.9330
[Train] Iteration 4179, total loss 12.3572, policy loss -4.3434, value loss 9.7736, entropy loss -0.0065, predict loss 6.9271
[Train] Iteration 4180, total loss 8.7884, policy loss -3.9952, value loss 6.0266, entropy loss -0.0147, predict loss 6.7573
[Train] Iteration 4181, total loss 7.8826, policy loss -3.6193, value loss 5.4119, entropy loss -0.0111, predict loss 6.0903
[Train] Iteration 4182, total loss 14.9508, policy loss 2.1674, value loss 5.8401, entropy loss -0.0080, predict loss 6.9435
[Train] Iteration 4183, total loss 6.4089, policy loss -4.0480, value loss 4.1003, entropy loss -0.0184, predict loss 6.3569
[Train] Iteration 4184, total loss 8.1721, policy loss -3.9659, value loss 5.5285, entropy loss -0.0091, predict loss 6.6096
[Train] Iteration 4185, total loss 8.2017, policy loss -4.1178, value loss 5.9099, entropy loss -0.0134, predict loss 6.4099
[Train] Iteration 4186, total loss 6.7916, policy loss -4.1547, value loss 4.3811, entropy loss -0.0196, predict loss 6.5655
[Train] Iteration 4187, total loss 6.7086, policy loss -4.1268, value loss 4.2250, entropy loss -0.0119, predict loss 6.6106
[Train] Iteration 4188, total loss 8.9229, policy loss -3.7649, value loss 6.0686, entropy loss -0.0094, predict loss 6.6195
[Train] Iteration 4189, total loss 8.9408, policy loss -3.3194, value loss 6.0917, entropy loss -0.0080, predict loss 6.1687
[Train] Iteration 4190, total loss 10.7472, policy loss -4.3459, value loss 8.0967, entropy loss -0.0082, predict loss 6.9966
[Train] Iteration 4191, total loss 7.1312, policy loss -4.0572, value loss 4.4518, entropy loss -0.0185, predict loss 6.7370
[Train] Iteration 4192, total loss 7.2569, policy loss -4.2855, value loss 4.5680, entropy loss -0.0077, predict loss 6.9745
[Train] Iteration 4193, total loss 5.9120, policy loss -4.5927, value loss 4.2449, entropy loss -0.0167, predict loss 6.2602
[Train] Iteration 4194, total loss 8.3816, policy loss -3.9117, value loss 5.4419, entropy loss -0.0151, predict loss 6.8517
[Train] Iteration 4195, total loss 9.5931, policy loss -3.0412, value loss 5.9696, entropy loss -0.0148, predict loss 6.6650
[Train] Iteration 4196, total loss 4.6366, policy loss -3.9000, value loss 2.2876, entropy loss -0.0104, predict loss 6.2492
[Train] Iteration 4197, total loss 11.9486, policy loss -4.0198, value loss 9.3371, entropy loss -0.0111, predict loss 6.6316
[Train] Iteration 4198, total loss 10.2269, policy loss -3.4018, value loss 6.9329, entropy loss -0.0087, predict loss 6.6959
[Train] Iteration 4199, total loss 7.0453, policy loss -4.2968, value loss 4.6364, entropy loss -0.0183, predict loss 6.7060
[Train] Iteration 4200, total loss 6.1769, policy loss -4.2508, value loss 4.1677, entropy loss -0.0091, predict loss 6.2602
[Train] Iteration 4201, total loss 8.4951, policy loss -4.0713, value loss 5.8216, entropy loss -0.0227, predict loss 6.7452
[Train] Iteration 4202, total loss 7.6409, policy loss -3.9654, value loss 4.9181, entropy loss -0.0100, predict loss 6.6884
[Train] Iteration 4203, total loss 5.4165, policy loss -3.8693, value loss 2.8057, entropy loss -0.0105, predict loss 6.4803
[Train] Iteration 4204, total loss 7.5848, policy loss -3.2935, value loss 4.4187, entropy loss -0.0134, predict loss 6.4599
[Train] Iteration 4205, total loss 6.1441, policy loss -4.1932, value loss 3.8733, entropy loss -0.0174, predict loss 6.4643
[Train] Iteration 4206, total loss 8.8773, policy loss -3.7690, value loss 6.3326, entropy loss -0.0107, predict loss 6.3140
[Train] Iteration 4207, total loss 9.4995, policy loss -4.3260, value loss 7.4241, entropy loss -0.0137, predict loss 6.4017
[Train] Iteration 4208, total loss 8.3623, policy loss -3.9235, value loss 5.7702, entropy loss -0.0238, predict loss 6.5161
[Train] Iteration 4209, total loss 4.8395, policy loss -3.9313, value loss 2.5298, entropy loss -0.0200, predict loss 6.2413
[Train] Iteration 4210, total loss 5.7243, policy loss -4.2014, value loss 3.2777, entropy loss -0.0146, predict loss 6.6483
[Train] Iteration 4211, total loss 8.1023, policy loss -4.1329, value loss 5.9553, entropy loss -0.0017, predict loss 6.2799
[Train] Iteration 4212, total loss 6.7378, policy loss -3.6786, value loss 4.1635, entropy loss -0.0148, predict loss 6.2532
[Train] Iteration 4213, total loss 8.7728, policy loss -4.3161, value loss 6.3381, entropy loss -0.0075, predict loss 6.7509
[Train] Iteration 4214, total loss 6.0771, policy loss -4.1608, value loss 3.3806, entropy loss -0.0098, predict loss 6.8575
[Train] Iteration 4215, total loss 8.7695, policy loss -3.9343, value loss 6.1027, entropy loss -0.0161, predict loss 6.6014
[Train] Iteration 4216, total loss 9.4837, policy loss -4.0425, value loss 6.5672, entropy loss -0.0153, predict loss 6.9593
[Train] Iteration 4217, total loss 9.9146, policy loss -3.7904, value loss 7.3245, entropy loss -0.0076, predict loss 6.3807
[Train] Iteration 4218, total loss 6.9858, policy loss -3.4874, value loss 3.8553, entropy loss -0.0103, predict loss 6.6181
[Train] Iteration 4219, total loss 6.4396, policy loss -4.3222, value loss 4.2238, entropy loss -0.0110, predict loss 6.5382
[Train] Iteration 4220, total loss 7.4060, policy loss -3.4393, value loss 4.3698, entropy loss -0.0059, predict loss 6.4756
[Train] Iteration 4221, total loss 8.4121, policy loss -3.9423, value loss 5.5932, entropy loss -0.0084, predict loss 6.7614
[Train] Iteration 4222, total loss 6.9951, policy loss -4.5885, value loss 5.1515, entropy loss -0.0145, predict loss 6.4324
[Train] Iteration 4223, total loss 5.7083, policy loss -4.0039, value loss 3.3734, entropy loss -0.0038, predict loss 6.3390
[Train] Iteration 4224, total loss 6.7211, policy loss -4.3798, value loss 4.4898, entropy loss -0.0113, predict loss 6.6114
[Train] Iteration 4225, total loss 9.4509, policy loss -4.1193, value loss 6.7504, entropy loss -0.0107, predict loss 6.8201
[Train] Iteration 4226, total loss 12.5529, policy loss -3.9483, value loss 10.1203, entropy loss -0.0088, predict loss 6.3810
[Train] Iteration 4227, total loss 6.1424, policy loss -3.7938, value loss 3.3866, entropy loss -0.0185, predict loss 6.5500
[Train] Iteration 4228, total loss 9.9487, policy loss -4.4035, value loss 7.6334, entropy loss -0.0080, predict loss 6.7190
[Train] Iteration 4229, total loss 11.6631, policy loss -4.2910, value loss 9.2029, entropy loss -0.0049, predict loss 6.7513
[Train] Iteration 4230, total loss 7.8798, policy loss -4.0799, value loss 5.4730, entropy loss -0.0112, predict loss 6.4869
[Train] Iteration 4231, total loss 6.0952, policy loss -4.0317, value loss 3.5739, entropy loss -0.0123, predict loss 6.5532
[Train] Iteration 4232, total loss 12.6137, policy loss -4.4438, value loss 10.2733, entropy loss -0.0154, predict loss 6.7845
[Train] Iteration 4233, total loss 6.4660, policy loss -4.0087, value loss 3.7861, entropy loss -0.0163, predict loss 6.6890
[Train] Iteration 4234, total loss 5.0772, policy loss -4.2380, value loss 2.9897, entropy loss -0.0089, predict loss 6.3257
[Train] Iteration 4235, total loss 10.0560, policy loss -3.5792, value loss 6.9856, entropy loss -0.0165, predict loss 6.6499
[Train] Iteration 4236, total loss 8.9846, policy loss -4.4616, value loss 6.7321, entropy loss -0.0085, predict loss 6.7142
[Train] Iteration 4237, total loss 9.6322, policy loss -3.7617, value loss 6.6210, entropy loss -0.0115, predict loss 6.7731
[Train] Iteration 4238, total loss 10.5008, policy loss -3.3870, value loss 7.4919, entropy loss -0.0159, predict loss 6.3963
[Train] Iteration 4239, total loss 6.2113, policy loss -4.0766, value loss 3.9812, entropy loss -0.0195, predict loss 6.3071
[Train] Iteration 4240, total loss 5.7605, policy loss -4.6559, value loss 3.9134, entropy loss -0.0087, predict loss 6.5032
[Train] Iteration 4241, total loss 5.7710, policy loss -3.9565, value loss 2.9324, entropy loss -0.0075, predict loss 6.7953
[Train] Iteration 4242, total loss 6.1128, policy loss -4.4518, value loss 4.1779, entropy loss -0.0202, predict loss 6.3871
[Train] Iteration 4243, total loss 11.1541, policy loss -4.0885, value loss 8.3634, entropy loss -0.0104, predict loss 6.8794
[Train] Iteration 4244, total loss 9.0501, policy loss -3.6265, value loss 5.9211, entropy loss -0.0210, predict loss 6.7559
[Train] Iteration 4245, total loss 10.2035, policy loss -4.2502, value loss 7.7749, entropy loss -0.0153, predict loss 6.6791
[Train] Iteration 4246, total loss 6.6576, policy loss -4.4708, value loss 4.8617, entropy loss -0.0187, predict loss 6.2671
[Train] Iteration 4247, total loss 9.6318, policy loss -3.9512, value loss 7.0353, entropy loss -0.0192, predict loss 6.5481
[Train] Iteration 4248, total loss 6.3460, policy loss -4.2750, value loss 4.2087, entropy loss -0.0152, predict loss 6.4125
[Train] Iteration 4249, total loss 6.2381, policy loss -3.8914, value loss 3.6903, entropy loss -0.0135, predict loss 6.4395
[Train] Iteration 4250, total loss 5.0994, policy loss -4.1578, value loss 2.6097, entropy loss -0.0089, predict loss 6.6476
[Train] Iteration 4251, total loss 7.9611, policy loss -4.5030, value loss 5.5347, entropy loss -0.0072, predict loss 6.9295
[Train] Iteration 4252, total loss 9.5247, policy loss -3.6282, value loss 6.6130, entropy loss -0.0103, predict loss 6.5402
[Train] Iteration 4253, total loss 7.1919, policy loss -4.3724, value loss 4.8383, entropy loss -0.0073, predict loss 6.7261
[Train] Iteration 4254, total loss 14.5598, policy loss -3.2801, value loss 11.4890, entropy loss -0.0125, predict loss 6.3511
[Train] Iteration 4255, total loss 17.9926, policy loss -4.4898, value loss 16.0521, entropy loss -0.0188, predict loss 6.4307
[Train] Iteration 4256, total loss 10.8382, policy loss -4.4484, value loss 8.4822, entropy loss -0.0084, predict loss 6.8046
[Train] Iteration 4257, total loss 6.9321, policy loss -4.3607, value loss 4.9164, entropy loss -0.0119, predict loss 6.3766
[Train] Iteration 4258, total loss 5.6352, policy loss -4.0068, value loss 3.0209, entropy loss -0.0161, predict loss 6.6214
[Train] Iteration 4259, total loss 8.2281, policy loss -4.3108, value loss 6.3176, entropy loss -0.0176, predict loss 6.2217
[Train] Iteration 4260, total loss 7.0199, policy loss -3.8197, value loss 4.4816, entropy loss -0.0200, predict loss 6.3584
[Train] Iteration 4261, total loss 9.1687, policy loss -3.7911, value loss 6.8174, entropy loss -0.0068, predict loss 6.1426
[Train] Iteration 4262, total loss 5.5163, policy loss -3.3141, value loss 2.1997, entropy loss -0.0186, predict loss 6.6310
[Train] Iteration 4263, total loss 7.3136, policy loss -4.1125, value loss 4.8135, entropy loss -0.0121, predict loss 6.6129
[Train] Iteration 4264, total loss 9.3985, policy loss -4.3106, value loss 7.0957, entropy loss -0.0048, predict loss 6.6134
[Train] Iteration 4265, total loss 11.2881, policy loss -4.2750, value loss 9.2560, entropy loss -0.0091, predict loss 6.3072
[Train] Iteration 4266, total loss 8.6578, policy loss -4.2016, value loss 5.8272, entropy loss -0.0082, predict loss 7.0324
[Train] Iteration 4267, total loss 8.0458, policy loss -3.7585, value loss 5.5372, entropy loss -0.0033, predict loss 6.2671
[Train] Iteration 4268, total loss 9.1500, policy loss -4.1101, value loss 6.3179, entropy loss -0.0130, predict loss 6.9425
[Train] Iteration 4269, total loss 8.1118, policy loss -4.4692, value loss 5.8994, entropy loss -0.0191, predict loss 6.6819
[Train] Iteration 4270, total loss 8.1856, policy loss -3.7759, value loss 5.5029, entropy loss -0.0099, predict loss 6.4588
[Train] Iteration 4271, total loss 7.7786, policy loss -3.3994, value loss 4.6360, entropy loss -0.0110, predict loss 6.5422
[Train] Iteration 4272, total loss 9.8177, policy loss -3.9974, value loss 6.8115, entropy loss -0.0224, predict loss 7.0040
[Train] Iteration 4273, total loss 8.6858, policy loss -3.7355, value loss 5.7754, entropy loss -0.0055, predict loss 6.6460
[Train] Iteration 4274, total loss 6.8219, policy loss -3.9806, value loss 4.2525, entropy loss -0.0146, predict loss 6.5503
[Train] Iteration 4275, total loss 5.5594, policy loss -4.2369, value loss 2.8436, entropy loss -0.0244, predict loss 6.9533
[Train] Iteration 4276, total loss 6.5220, policy loss -4.2299, value loss 3.8993, entropy loss -0.0260, predict loss 6.8531
[Train] Iteration 4277, total loss 5.9181, policy loss -4.9007, value loss 3.8344, entropy loss -0.0124, predict loss 6.9847
[Train] Iteration 4278, total loss 7.7186, policy loss -3.7556, value loss 4.5090, entropy loss -0.0087, predict loss 6.9653
[Train] Iteration 4279, total loss 8.4064, policy loss -3.7932, value loss 5.5179, entropy loss -0.0084, predict loss 6.6818
[Train] Iteration 4280, total loss 6.9194, policy loss -3.7026, value loss 4.1845, entropy loss -0.0094, predict loss 6.4377
[Train] Iteration 4281, total loss 8.0551, policy loss -2.4000, value loss 3.8825, entropy loss -0.0135, predict loss 6.5728
[Train] Iteration 4282, total loss 4.8305, policy loss -4.1320, value loss 2.8349, entropy loss -0.0099, predict loss 6.1278
[Train] Iteration 4283, total loss 6.5024, policy loss -4.0773, value loss 4.2809, entropy loss -0.0119, predict loss 6.2990
[Train] Iteration 4284, total loss 5.7558, policy loss -4.0952, value loss 2.9273, entropy loss -0.0162, predict loss 6.9240
[Train] Iteration 4285, total loss 4.5721, policy loss -4.1329, value loss 2.1421, entropy loss -0.0100, predict loss 6.5631
[Train] Iteration 4286, total loss 5.9746, policy loss -4.1980, value loss 3.7273, entropy loss -0.0128, predict loss 6.4456
[Train] Iteration 4287, total loss 9.1003, policy loss -4.0983, value loss 6.3763, entropy loss -0.0207, predict loss 6.8227
[Train] Iteration 4288, total loss 7.8558, policy loss -4.4436, value loss 5.4257, entropy loss -0.0131, predict loss 6.8740
[Train] Iteration 4289, total loss 9.0513, policy loss -4.2267, value loss 6.4017, entropy loss -0.0180, predict loss 6.8767
